떳불,278,아크메이지(불독),136,BOSS
차루몽,278,에반,617,Comets
공기계,278,메카닉,422,평등
보빛,278,다크나이트,1320,불빛
타다다닥,278,나이트로드,2197,BOSS
별붕어,278,아크메이지(불독),937,디즈니
개꿀무새,278,은월,581,페리온
달의여신,277,비숍,9883,꼬그모
엔버살찐,277,엔젤릭버스터,399,Sereno
잼봐,277,섀도어,211,보스2
유빈이돈먹튀,277,아델,1807,아르페지오
마억지,277,섀도어,21,흰눈
하쿠나츠,277,팬텀,18626,--없음--
웅니젤,277,섀도어,196,텐텐
진남진,277,소울마스터,12683,크로스
독행화,277,데몬어벤져,23539,천지회
JeTaLi,277,은월,269,뿔버섯
값진꿈,277,엔젤릭버스터,41,--없음--
냑댄,277,아크메이지(썬콜),1031,BOSS
시너,277,듀얼블레이더,2479,토끼
해적왕건,277,캐논마스터,1561,디즈니
금서깅,277,섀도어,97,스라벨
공주장군로또,277,나이트워커,612,Earth
낮잠밤이,277,메르세데스,650,--없음--
곱창무한리필,277,아델,249,송이
호백,277,호영,753,라온
유즈아김미희,277,다크나이트,99,목소리
하급닌자,277,나이트로드,262,불빛
